ZONA,Provincia,CodigodeProvincia,Canton,CodigodeCanton,Parroquia,CodigodeParroquia,CodigoInstitucion,NombreInstitucion,TipodeEducacion,NivelEducacion,Sostenimiento,ZonaINEC,RegimenEscolar,Jurisdiccion,Modallidad,Jornada,Tenenciadelinmueble,FormaAcceso,Docentes_Femenino,Docentes_Masculino,Total_Docentes,Estudiantes_Femenino,Estudiantes_Masculino,Total_Estudiantes,Estudiantes_Docentes
ZONA 7,EL ORO,7,SANTA ROSA,712,JAMBELI,71252,07H01133,ESCUELA DE EDUCACIÓN BÁSICA PROVINCIA DE PICHINCHA,Educación Regular,Inicial y EGB,Fiscal,RuralINEC,Costa,Hispana,Presencial,Matutina,Propio,Fluvial,3,3,6,29,34,63,10.5
ZONA 9,PICHINCHA,17,QUITO,1701,LA MERCED,170164,17H04341,CENTRO DE DESARROLLO INTEGRAL PARA LA PRIMERA INFANCIA PARTICULAR MONTESSORI INTERNATIONAL CHILDRENS HOUSE,Educación Regular,Inicial,Particular Religioso,RuralINEC,Sierra,Hispana,Presencial,Matutina,Arriendo,Terrestre,1,0,1,3,2,5,5
ZONA 6,CAÑAR,3,CAÑAR,303,CHONTAMARCA,30351,03H00688,ESCUELA DE EDUCACION BASICA BLANCA ESTHELA ORDOÑEZ MOREJON,Educación Regular,Educación Básica,Fiscal,RuralINEC,Costa,Hispana,Presencial,Matutina,Propio,Terrestre,1,0,1,3,3,6,6
ZONA 1,CARCHI,4,MONTUFAR,405,SAN JOSE,40502,04H00356,PROCER MANUEL QUIROGA,Educación Regular,Inicial y EGB,Fiscal,UrbanaINEC,Sierra,Hispana,Presencial,Matutina,Propio,Terrestre,5,5,10,66,76,142,14.2
ZONA 3,COTOPAXI,5,SAQUISILI,506,SAQUISILI,50650,05H00672,UNIDAD EDUCATIVA NUESTRA SEÑORA DE POMPEYA,Educación Regular,"Inicial, Educación Básica y Bachillerato",Particular Religioso,UrbanaINEC,Sierra,Hispana,Presencial,Matutina,Propio,Terrestre,20,2,22,235,195,430,19.54545455
ZONA 8,GUAYAS,9,GUAYAQUIL,901,TARQUI,90112,09H01658,ESCUELA DE EDUCACION BASICA PARTICULAR MIS CONOCIMIENTOS,Educación Regular,Educación Básica,Particular Laico,UrbanaINEC,Costa,Hispana,Presencial,Matutina,Arriendo,Terrestre,5,0,5,62,77,139,27.8
ZONA 5,GUAYAS,9,SANTA LUCIA,918,SANTA LUCIA,91850,09H04732,ESCUELA DE EDUCACION BASICA HERMINIA DESIDERIO MENDOZA,Educación Regular,Educación Básica,Fiscal,UrbanaINEC,Costa,Hispana,Presencial,Matutina,Propio,Terrestre,2,0,2,26,21,47,23.5
ZONA 2,PICHINCHA,17,RUMIÑAHUI,1705,SANGOLQUI,170501,17H02436,LEONIDAS GARCIA,Educación Regular,Inicial y EGB,Fiscal,UrbanaINEC,Sierra,Hispana,Presencial,Matutina,Propio,Terrestre,6,0,6,33,40,73,12.16666667
ZONA 9,PICHINCHA,17,QUITO,1701,CHIMBACALLE,170109,17H04149,CDI AVENTURA INFANTIL,Educación Regular,Inicial,Particular Religioso,UrbanaINEC,Sierra,Hispana,Presencial,Matutina,Propio,Terrestre,1,0,1,9,12,21,21
ZONA 4,MANABI,13,BOLIVAR,1302,MEMBRILLO,130251,13H00848,UNIDAD EDUCATIVA LUIS ANTONIO MONTESDEOCA,Educación Regular,"Inicial, Educación Básica y Bachillerato",Fiscal,RuralINEC,Costa,Hispana,Presencial,Matutina,Propio,Terrestre,6,3,9,109,131,240,26.66666667
ZONA 4,MANABI,13,FLAVIO ALFARO,1305,FLAVIO ALFARO,130550,13H01738,24 DE MAYO,Educación Regular,Educación Básica,Fiscal,UrbanaINEC,Costa,Hispana,Presencial,Matutina,Propio,Terrestre,1,1,2,15,11,26,13
ZONA 2,ORELLANA,22,ORELLANA,2201,GARCIA MORENO,220156,22B00008,HERMANO QUIRINO GRANZIERA,Educación Regular,Educación Básica,Fiscal,RuralINEC,Sierra,Bilingüe,Presencial,Matutina,Propio,Terrestre,1,0,1,9,14,23,23
ZONA 5,LOS RIOS,12,PUEBLOVIEJO,1204,PUEBLOVIEJO,120450,12H00617,MIGUEL SUAREZ SEMINARIO,Educación Regular,Inicial y EGB,Fiscal,UrbanaINEC,Costa,Hispana,Presencial,Matutina y Vespertina,Cesión de derechos,Terrestre,21,4,25,362,311,673,26.92
ZONA 5,BOLIVAR,2,CHILLANES,202,CHILLANES,20250,02H00271,"ESCUELA DE EDUCACIÓN BÁSICA "" JUAN DE DIOS MORALES""",Educación Regular,Educación Básica,Fiscal,UrbanaINEC,Costa,Hispana,Presencial,Matutina,Propio,Terrestre,0,1,1,6,4,10,10
ZONA 9,PICHINCHA,17,QUITO,1701,SAN ISIDRO DEL INCA,170129,17H02897,UNIDAD EDUCATIVA PARTICULAR ISM ACADEMY QUITO,Educación Regular,"Inicial, Educación Básica y Bachillerato",Particular Laico,UrbanaINEC,Sierra,Hispana,Presencial,Matutina,Propio,Terrestre,96,29,125,916,928,1844,14.752
ZONA 1,CARCHI,4,TULCAN,401,GONZALEZ SUAREZ,40101,04H00025,UNIDAD EDUCATIVA BOLIVAR,Educación Regular,"Inicial, Educación Básica y Bachillerato",Fiscal,UrbanaINEC,Sierra,Hispana,Presencial,Matutina,Propio,Terrestre,64,36,100,814,1117,1931,19.31
ZONA 6,CAÑAR,3,CAÑAR,303,CHONTAMARCA,30351,03H00339,ESCUELA DE EDUCACIÓN BÁSICA LA CORDILLERA,Educación Regular,Educación Básica,Fiscal,RuralINEC,Costa,Hispana,Presencial,Matutina,Propio,Terrestre,0,1,1,14,15,29,29
ZONA 5,BOLIVAR,2,GUARANDA,201,GUANUJO,20103,02H00105,EEGB PROCER NICASIO GONZALEZ,Educación Regular,Inicial y EGB,Fiscal,UrbanaINEC,Costa,Hispana,Presencial,Matutina,Propio,Terrestre,6,1,7,37,34,71,10.14285714
ZONA 1,CARCHI,4,TULCAN,401,TULCAN,40102,04H00026,UNIDAD EDUCATIVA VICENTE FIERRO,Educación Regular,"Inicial, Educación Básica y Bachillerato",Fiscal,UrbanaINEC,Sierra,Hispana,Presencial,Matutino y Nocturno,Propio,Terrestre,59,55,114,579,1282,1861,16.3245614
ZONA 9,PICHINCHA,17,QUITO,1701,ALANGASI,170151,17H04358,CENTRO DE DESARROLLO INFANTIL KIDDIELAND,Educación Regular,Inicial,Particular Religioso,RuralINEC,Sierra,Hispana,Presencial,Matutina,Propio,Terrestre,1,0,1,6,6,12,12
ZONA 4,MANABI,13,EL CARMEN,1304,EL CARMEN,130401,23H00420,CULTURA CHORRERA,Educación Regular,Educación Básica,Fiscal,UrbanaINEC,Costa,Hispana,Presencial,Matutina,Propio,Terrestre,1,0,1,20,11,31,31
ZONA 4,MANABI,13,PORTOVIEJO,1301,SIMON BOLIVAR,130109,13H00093,SANTA  MARTHA,Educación Regular,"Inicial, Educación Básica y Bachillerato",Particular Laico,UrbanaINEC,Costa,Hispana,Presencial,Matutina,Propio,Terrestre,10,1,11,68,59,127,11.54545455
ZONA 2,NAPO,15,QUIJOS,1507,SAN FRANCISCO DE BORJA (VIRGILIO DAVILA),150754,15H00235,GUILLERMO VINUEZA,Educación Regular,Inicial y EGB,Fiscal,RuralINEC,Sierra,Hispana,Presencial,Matutina,Propio,Terrestre,16,0,16,112,102,214,13.375
ZONA 8,GUAYAS,9,GUAYAQUIL,901,TARQUI,90112,09H01290,ESCUELA DE EDUCACIÓN BÁSICA PARTICULAR PASITOS,Educación Regular,Inicial y EGB,Particular Laico,UrbanaINEC,Costa,Hispana,Presencial,Matutina,Propio,Terrestre,7,2,9,83,88,171,19
ZONA 7,LOJA,11,CATAMAYO,1103,CATAMAYO,110301,11H00655,ESCUELA DE EDUCACION BASICA 22 DE MAYO DE 1981,Educación Regular,Educación Básica,Fiscal,UrbanaINEC,Sierra,Hispana,Presencial,Matutina,Propio,Terrestre,6,2,8,47,54,101,12.625
ZONA 1,ESMERALDAS,8,ESMERALDAS,801,SIMON PLATA TORRES,80105,08H00365,ESCUELA DE EDUCACION BASICA PARTICULAR ISRAEL,Educación Regular,Inicial y EGB,Particular Laico,UrbanaINEC,Costa,Hispana,Presencial,Matutina y Vespertina,Arriendo,Terrestre,8,1,9,39,44,83,9.222222222
ZONA 1,SUCUMBIOS,21,PUTUMAYO,2103,PALMA ROJA,210351,21H00404,UNIDAD EDUCATIVA UNION Y PROGRESO,Educación Regular,Inicial y EGB,Fiscal,RuralINEC,Sierra,Hispana,Presencial,Matutino y Nocturno,Propio,Terrestre,8,6,14,176,195,371,26.5
ZONA 1,ESMERALDAS,8,MUISNE,803,SAN GREGORIO,80357,08H00645,ESCUELA   DE EDUCACION BASICA LUIS SALAZAR JARA,Educación Regular,Educación Básica,Fiscal,RuralINEC,Costa,Hispana,Presencial,Matutina,Propio,Terrestre,1,1,2,23,15,38,19
ZONA 9,PICHINCHA,17,QUITO,1701,CENTRO HISTORICO,170103,17H00866,UNIDAD EDUCATIVA PCEI PRIMERO DE MAYO,Popular Permanente,EGB y Bachillerato,Particular Laico,UrbanaINEC,Sierra,Hispana,A Distancia,"Matutina, Vesperina y Nocturna",Propio,Terrestre,2,3,5,13,56,69,13.8
ZONA 4,MANABI,13,PEDERNALES,1317,COJIMIES,131751,13H03956,10 DE AGOSTO,Educación Regular,Inicial y EGB,Fiscal,RuralINEC,Costa,Hispana,Presencial,Matutina y Vespertina,Propio,Terrestre,2,0,2,24,22,46,23
ZONA 7,ZAMORA CHINCHIPE,19,YACUAMBI,1904,LA PAZ,190451,19B00029,UNIDAD EDUCATIVA COMUNITARIA INTERCULTURAL BILINGÜE ANGEL NOLBERTO SUAREZ,Educación Regular,"Inicial, Educación Básica y Bachillerato",Fiscal,RuralINEC,Sierra,Bilingüe,Presencial,Matutina,Propio,Terrestre,8,5,13,60,66,126,9.692307692
ZONA 1,SUCUMBIOS,21,SHUSHUFINDI,2104,PAÑACOCHA,210452,21B00119,JESUS ISACC BARRERA QUIROZ,Educación Regular,Educación Básica,Fiscal,RuralINEC,Sierra,Bilingüe,Presencial,Matutina,Propio,Fluvial,1,1,2,34,24,58,29
ZONA 3,CHIMBORAZO,6,GUAMOTE,606,GUAMOTE,60650,06B00379,CECIBEB JOSE IGNACIO PAREJA,Educación Regular,Inicial y EGB,Fiscal,UrbanaINEC,Sierra,Bilingüe,Presencial,Matutina,Propio,Terrestre,2,1,3,19,17,36,12
ZONA 4,MANABI,13,MONTECRISTI,1309,MONTECRISTI,130902,13H02803,"ESCUELA DE EDUCACION BASICA PARTICULAR “NUEVA ESPERANZA""",Educación Regular,Inicial y EGB,Particular Laico,UrbanaINEC,Costa,Hispana,Presencial,Matutina,Propio,Terrestre,7,2,9,198,172,370,41.11111111
ZONA 6,MORONA SANTIAGO,14,PALORA,1404,16 DE AGOSTO,140455,14H00590,ESCUELA DE EDUCACION BASICA 19 DE MARZO,Educación Regular,Inicial y EGB,Fiscal,RuralINEC,Sierra,Hispana,Presencial,Matutina,Propio,Terrestre,1,0,1,11,20,31,31
ZONA 3,PASTAZA,16,PASTAZA,1601,TARQUI,160163,16B00121,CENTRO EDUCATIVO COMUNITARIO INTERCULTURAL BILINGÜE DE EDUCACION BASICA SAN PEDRO,Educación Regular,Educación Básica,Fiscal,RuralINEC,Sierra,Bilingüe,Presencial,Matutina,Propio,Terrestre,3,2,5,22,23,45,9
ZONA 6,MORONA SANTIAGO,14,HUAMBOYA,1407,CHIGUAZA,140751,14B00187,UNIDAD EDUCATIVA COMUNITARIA INTERCULTURAL BILINGÜE TOBIAS CELESTINO ZANIMBA GAVILANES,Educación Regular,"Inicial, Educación Básica y Bachillerato",Fiscal,RuralINEC,Sierra,Bilingüe,Presencial,Matutina,Propio,Terrestre,8,9,17,111,128,239,14.05882353
ZONA 4,SANTO DOMINGO DE LOS TSACHILAS,23,LA CONCORDIA,2302,LA CONCORDIA,230250,23H00835,UNIDAD EDUCATIVA LUIS VARGAS TORRES,Educación Regular,Inicial y EGB,Fiscal,RuralINEC,Costa,Hispana,Presencial,Matutina,Propio,Terrestre,50,11,61,910,960,1870,30.6557377
ZONA 8,GUAYAS,9,GUAYAQUIL,901,TARQUI,90112,09H01137,ESCUELA DE EDUCACION BASICA FISCAL ALEJO LASCANO BAHAMONDE,Educación Regular,Educación Básica,Fiscal,UrbanaINEC,Costa,Hispana,Presencial,Matutina,Propio,Terrestre,6,1,7,103,97,200,28.57142857
ZONA 6,MORONA SANTIAGO,14,SANTIAGO,1405,SAN LUIS DE EL ACHO,140554,14H00309,ESCUELA DE EDUCACIÓN BÁSICA GABRIELA MISTRAL,Educación Regular,Educación Básica,Fiscal,RuralINEC,Sierra,Hispana,Presencial,Matutina,Propio,Terrestre,1,0,1,4,7,11,11
ZONA 6,AZUAY,1,CUENCA,101,MOLLETURO,10157,01H00614,ESCUELA  DE  EDUCACION BASICA   BERTHA CABRERA PALACIOS,Educación Regular,Educación Básica,Fiscal,RuralINEC,Sierra,Hispana,Presencial,Matutina,Propio,Terrestre,1,0,1,4,7,11,11
ZONA 7,LOJA,11,CATAMAYO,1103,CATAMAYO,110301,11H02036,CENTRO DE EDUCACIÓN INICIAL PARTICULAR PETTIROSSO,Educación Regular,Inicial,Particular Religioso,UrbanaINEC,Sierra,Hispana,Presencial,Matutina,Propio,Terrestre,3,0,3,32,20,52,17.33333333
ZONA 9,PICHINCHA,17,QUITO,1701,GUAMANI,170111,17H01283,MARIA ISABEL RUILOBA CALAHORANO,Educación Regular,Inicial y EGB,Fiscal,UrbanaINEC,Sierra,Hispana,Presencial,Matutina y Vespertina,Comodato,Terrestre,27,3,30,344,397,741,24.7
ZONA 1,SUCUMBIOS,21,SHUSHUFINDI,2104,SAN PEDRO DE LOS COFANES,210454,21H00612,ESCUELA DE EDUCACIÓN GENERAL BÁSICA PALORA,Educación Regular,Educación Básica,Fiscal,RuralINEC,Sierra,Hispana,Presencial,Matutina,Propio,Terrestre,1,1,2,10,15,25,12.5
ZONA 5,LOS RIOS,12,MONTALVO,1203,MONTALVO,120350,12H00568,ESCUELA DE EDUCACION BASICA WILFROTD MORA YEPEZ,Educación Regular,Educación Básica,Fiscal,UrbanaINEC,Costa,Hispana,Presencial,Matutina,Propio,Terrestre,2,0,2,12,14,26,13
ZONA 6,MORONA SANTIAGO,14,SANTIAGO,1405,SAN FRANCISCO DE CHINIMBIMI,140557,14H00320,ESCUELA DE EDUCACIÓN BÁSICA FISCOMISIONAL  SAN FRANCISCO,Educación Regular,Inicial y EGB,Fiscomisional,RuralINEC,Sierra,Hispana,Presencial,Matutina,Propio,Terrestre,10,4,14,116,116,232,16.57142857
ZONA 2,PICHINCHA,17,CAYAMBE,1702,SAN JOSE DE AYORA,170256,17H02159,EEB FRANCISCO ANDRADE MARIN,Educación Regular,"Inicial, Educación Básica y Bachillerato",Fiscal,RuralINEC,Sierra,Hispana,Presencial,Matutina,Propio,Terrestre,12,6,18,194,179,373,20.72222222
ZONA 7,EL ORO,7,PASAJE,709,BOLIVAR,70901,07H00787,ESCUELA DE EDUCACIÓN BÁSICA PRIMERO DE NOVIEMBRE,Educación Regular,Inicial y EGB,Fiscal,UrbanaINEC,Costa,Hispana,Presencial,Matutina,Propio,Terrestre,21,5,26,304,291,595,22.88461538
ZONA 8,GUAYAS,9,GUAYAQUIL,901,TARQUI,90112,09H01010,ESCUELA DE EDUCACION BASICA PARTICULAR  INVESCIENCIAS,Educación Regular,Inicial y EGB,Particular Laico,UrbanaINEC,Costa,Hispana,Presencial,Matutina,Arriendo,Terrestre,21,7,28,161,205,366,13.07142857
ZONA 6,AZUAY,1,CUENCA,101,MOLLETURO,10157,01H00653,ESCUELA DE EDUCACION BASICA MANUELA GARAICOA DE CALDERON,Educación Regular,Inicial y EGB,Fiscal,RuralINEC,Costa,Hispana,Presencial,Matutina,Propio,Terrestre,2,1,3,32,29,61,20.33333333
ZONA 8,GUAYAS,9,GUAYAQUIL,901,XIMENA,90114,09H02527,ESCUELA DE EDUCACION BASICA ESTUDIO DE LA CIENCIA Y OBSERVATORIO DE LA VIDA,Educación Regular,Educación Básica,Particular Laico,UrbanaINEC,Costa,Hispana,Presencial,Matutina,Propio,Terrestre,5,1,6,65,58,123,20.5
ZONA 5,GUAYAS,9,PALESTINA,913,PALESTINA,91350,09H04477,ESCUELA DE EDUCACION BASICA BALTAZAR GARCIA,Educación Regular,Educación Básica,Fiscal,UrbanaINEC,Costa,Hispana,Presencial,Matutina,Propio,Terrestre,2,0,2,16,15,31,15.5
ZONA 5,LOS RIOS,12,BABAHOYO,1201,FEBRES CORDERO (LAS JUNTAS),120153,12H00199,ESCUELA DE EDUCACION BASICA LICENCIADO DAVID GUEVARA,Educación Regular,Educación Básica,Fiscal,RuralINEC,Costa,Hispana,Presencial,Matutina,Propio,Terrestre,11,1,12,151,161,312,26
ZONA 5,GUAYAS,9,MILAGRO,910,MARISCAL SUCRE (HUAQUES),91053,09H04240,ESCUELA DE EDUCACION BASICA JORGE GUERRERO LAMILLA,Educación Regular,Educación Básica,Fiscal,RuralINEC,Costa,Hispana,Presencial,Matutina,Propio,Terrestre,1,0,1,13,14,27,27
ZONA 6,AZUAY,1,CUENCA,101,SAYAUSI,10165,01H00821,ESCUELA DE EDUCACIÓN BÁSICA JOAQUIN MALO TAMARIZ,Educación Regular,"Inicial, Educación Básica y Bachillerato",Fiscal,RuralINEC,Sierra,Hispana,Presencial,Matutina y Vespertina,Propio,Terrestre,14,5,19,193,216,409,21.52631579
ZONA 8,GUAYAS,9,GUAYAQUIL,901,TARQUI,90112,09H00700,ESCUELA DE EDUCACION BASICA FISCAL SOCIEDAD ITALIANA GARIBALDI,Educación Regular,Inicial y EGB,Fiscal,UrbanaINEC,Costa,Hispana,Presencial,Matutina y Vespertina,Propio,Terrestre,22,1,23,314,340,654,28.43478261
ZONA 5,GUAYAS,9,MILAGRO,910,CORONEL ENRIQUE VALDEZ,91004,09H04190,UNIDAD EDUCATIVA ALBERT EINSTEIN,Educación Regular,"Inicial, Educación Básica y Bachillerato",Particular Laico,UrbanaINEC,Costa,Hispana,Presencial,Matutina,Propio,Terrestre,28,6,34,317,380,697,20.5
ZONA 7,EL ORO,7,LAS LAJAS,714,LA LIBERTAD,71451,07H01199,ESCUELA DE EDUCACIÓN BÁSICA DR JOSE MARIA VELASCO IBARRA,Educación Regular,Educación Básica,Fiscal,RuralINEC,Costa,Hispana,Presencial,Matutina,Propio,Terrestre,1,0,1,2,9,11,11
ZONA 8,GUAYAS,9,GUAYAQUIL,901,XIMENA,90114,09H02424,UNIDAD EDUCATIVA PARTICULAR SUIZA,Educación Regular,"Inicial, Educación Básica y Bachillerato",Particular Laico,UrbanaINEC,Costa,Hispana,Presencial,Matutina,Propio,Terrestre,11,2,13,124,142,266,20.46153846
ZONA 9,PICHINCHA,17,QUITO,1701,COTOCOLLAO,170106,17H04099,CDI HOLLYDAYS,Educación Regular,Inicial,Particular Religioso,UrbanaINEC,Sierra,Hispana,Presencial,Matutina,Propio,Terrestre,4,0,4,18,12,30,7.5
ZONA 5,LOS RIOS,12,MOCACHE,1212,MOCACHE,121250,12H01956,ESCUELA DE EDUCACION BASICA JOSE DE ANTEPARA,Educación Regular,Educación Básica,Fiscal,UrbanaINEC,Costa,Hispana,Presencial,Matutina,Propio,Terrestre,0,1,1,14,8,22,22
ZONA 4,MANABI,13,MANTA,1308,SANTA MARIANITA (BOCA DE PACOCHE),130852,13H02663,ESCUELA DE  EDUCACIÓN BÁSICA “GREGORIO MARAÑÓN,Educación Regular,Inicial y EGB,Fiscal,RuralINEC,Costa,Hispana,Presencial,Matutina,Propio,Terrestre,2,0,2,27,29,56,28
ZONA 3,COTOPAXI,5,PUJILI,504,GUANGAJE,50453,05B00037,CENTRO EDUCATIVO COMUNITARIO INTERCULTURAL BILINGÜE DE EDUCACION BASICA MONSEÑOR LEONIDAS PROAÑO,Educación Regular,Inicial y EGB,Fiscal,RuralINEC,Sierra,Bilingüe,Presencial,Matutina,Propio,Terrestre,1,2,3,37,26,63,21
ZONA 5,LOS RIOS,12,MONTALVO,1203,MONTALVO,120350,12H00541,ESCUELA DE EDUCACION BASICA LA INMACULADA,Educación Regular,Inicial y EGB,Fiscal,UrbanaINEC,Costa,Hispana,Presencial,Matutina,Propio,Terrestre,29,10,39,445,474,919,23.56410256
ZONA 5,LOS RIOS,12,QUEVEDO,1205,VENUS DEL RIO QUEVEDO,120509,12H02047,ESCUELA DE EDUCACION BASICA VICENTE RAMON ROCA,Educación Regular,Educación Básica,Particular Laico,UrbanaINEC,Costa,Hispana,Presencial,Matutina,Propio,Terrestre,4,0,4,42,32,74,18.5
ZONA 6,CAÑAR,3,BIBLIAN,302,BIBLIAN,30250,03H00210,ESCUELA DE EDUCACIÓN BÁSICA DANIEL MUÑOZ SERRANO,Educación Regular,Inicial y EGB,Fiscal,UrbanaINEC,Sierra,Hispana,Presencial,Matutina y Vespertina,Propio,Terrestre,27,10,37,323,381,704,19.02702703
ZONA 1,SUCUMBIOS,21,LAGO AGRIO,2101,GENERAL FARFAN,210153,21H00197,DR MIGUEL RIOFRIO PEDREROS,Educación Regular,Educación Básica,Fiscal,RuralINEC,Sierra,Hispana,Presencial,Matutina,Propio,Terrestre,1,0,1,3,6,9,9
ZONA 8,GUAYAS,9,GUAYAQUIL,901,XIMENA,90114,09H02299,COLEGIO PARTICULAR ORIENTE ECUATORIANO,Educación Regular,EGB y Bachillerato,Particular Laico,UrbanaINEC,Costa,Hispana,Presencial,Matutina,Propio,Terrestre,6,6,12,60,78,138,11.5
ZONA 8,GUAYAS,9,GUAYAQUIL,901,AYACUCHO,90101,09H00025,UNIDAD EDUCATIVA PARTICULAR JUAN LEON MERA,Educación Regular,"Inicial, Educación Básica y Bachillerato",Particular Laico,UrbanaINEC,Costa,Hispana,Presencial,Matutina,Propio,Terrestre,14,4,18,289,349,638,35.44444444
ZONA 6,AZUAY,1,CUENCA,101,YANUNCAY,10114,01H01985,CENTRO DE EDUCACIÓN INICIAL PARTICULAR CRECIENDO,Educación Regular,Inicial,Particular Laico,UrbanaINEC,Sierra,Hispana,Presencial,Matutina y Vespertina,Propio,Terrestre,3,0,3,3,4,7,2.333333333
ZONA 8,GUAYAS,9,GUAYAQUIL,901,TARQUI,90112,09H01196,ESCUELA DE EDUCACION BASICA PARTICULAR DESPERTAR ECUATORIANO,Educación Regular,Inicial y EGB,Particular Laico,UrbanaINEC,Costa,Hispana,Presencial,Matutina,Propio,Terrestre,7,2,9,126,108,234,26
ZONA 6,AZUAY,1,PUCARA,106,PUCARA,10650,01H01211,ESCUELA DE EDUCACIÓN BÁSICA LA MACARENA,Educación Regular,Educación Básica,Fiscal,UrbanaINEC,Costa,Hispana,Presencial,Matutina,Propio,Terrestre,1,1,2,17,16,33,16.5
ZONA 7,LOJA,11,PALTAS,1109,LOURDES,110902,11H01150,UNIDAD EDUCATIVA PALTAS,Educación Regular,EGB y Bachillerato,Fiscal,UrbanaINEC,Costa,Hispana,Presencial,Matutino y Nocturno,Propio,Terrestre,41,19,60,439,488,927,15.45
ZONA 7,ZAMORA CHINCHIPE,19,ZAMORA,1901,SABANILLA,190155,19H00088,UNIDAD EDUCATIVA VICTOR MANUEL RODRIGUEZ PEÑARRETA,Educación Regular,EGB y Bachillerato,Fiscal,RuralINEC,Sierra,Hispana,Presencial,Matutina,Propio,Terrestre,5,2,7,20,24,44,6.285714286
ZONA 2,ORELLANA,22,ORELLANA,2201,LA BELLEZA,220158,22H00035,ESCUELA DE EDUCACION BASICA PADRE JOSE LONGO,Educación Regular,Educación Básica,Fiscal,RuralINEC,Sierra,Hispana,Presencial,Matutina,Propio,Terrestre,0,1,1,22,15,37,37
ZONA 5,BOLIVAR,2,CALUMA,206,CALUMA,20650,02H00624,ESCUELA DE EDUCACIÓN BÁSICA FRANCISCO PIZARRO,Educación Regular,Inicial y EGB,Fiscal,UrbanaINEC,Costa,Hispana,Presencial,Matutina,Propio,Terrestre,6,3,9,57,60,117,13
ZONA 1,SUCUMBIOS,21,LAGO AGRIO,2101,GENERAL FARFAN,210153,21H00852,JUAN RAMON JIMENEZ HERRERA CENTRO DE APOYO TUTORI ALFONSO YEPEZ ACOSTA,Educación Regular,EGB y Bachillerato,Fiscomisional,RuralINEC,Sierra,Hispana,Semipresencial,Matutina y Vespertina,Prestado,Terrestre,2,5,7,18,24,42,6
ZONA 5,GUAYAS,9,PEDRO CARBO,914,PEDRO CARBO,91450,09H04497,ESCUELA DE EDUCACION BASICA LA CARMELA,Educación Regular,Educación Básica,Fiscal,UrbanaINEC,Costa,Hispana,Presencial,Matutina,Propio,Terrestre,1,0,1,12,14,26,26
ZONA 9,PICHINCHA,17,QUITO,1701,CHILLOGALLO,170108,17H00358,BOGOTA,Educación Regular,Inicial y EGB,Fiscal,UrbanaINEC,Sierra,Hispana,Presencial,Matutina y Vespertina,Propio,Terrestre,29,8,37,524,542,1066,28.81081081
ZONA 2,ORELLANA,22,LORETO,2204,AVILA,220451,22H00401,ESCUELA DE EDUCACION BASICA SANTA TERESITA DE AVILA,Educación Regular,Educación Básica,Fiscomisional,RuralINEC,Sierra,Hispana,Presencial,Matutina,Propio,Terrestre,1,0,1,10,8,18,18
ZONA 6,AZUAY,1,SANTA ISABEL,108,ZHAGLLI (SHAGLLI),10853,01H01329,ESCUELA DE EDUCACIÓN BÁSICA BENJAMIN CARRION,Educación Regular,Inicial y EGB,Fiscal,RuralINEC,Costa,Hispana,Presencial,Matutina,Propio,Terrestre,3,1,4,39,40,79,19.75
ZONA 5,BOLIVAR,2,SAN MIGUEL,205,BALSAPAMBA,20551,02H00550,EEB MANABI,Educación Regular,Educación Básica,Fiscal,RuralINEC,Costa,Hispana,Presencial,Matutina,Propio,Terrestre,1,0,1,3,3,6,6
ZONA 6,AZUAY,1,CUENCA,101,HUAYNACAPAC,10107,01H00196,COLEGIO DE BACHILLERATO DANIEL CORDOVA  TORAL,Educación Regular,Bachillerato,Fiscal,UrbanaINEC,Sierra,Hispana,Presencial,Matutina,Propio,Terrestre,19,34,53,92,699,791,14.9245283
ZONA 6,CAÑAR,3,CAÑAR,303,INGAPIRCA,30356,03H00444,ESCUELA DE EDUCACION BASICA FILEMON ORMAZA BRIONES,Educación Regular,Inicial y EGB,Fiscal,RuralINEC,Sierra,Hispana,Presencial,Matutina,Propio,Terrestre,3,1,4,40,54,94,23.5
ZONA 4,MANABI,13,PORTOVIEJO,1301,RIOCHICO (RIO CHICO),130155,13H00646,UNIDAD EDUCATIVA PLAYA PRIETA,Educación Regular,EGB y Bachillerato,Fiscal,RuralINEC,Costa,Hispana,Presencial,Matutina,Propio,Terrestre,13,10,23,102,136,238,10.34782609
ZONA 5,BOLIVAR,2,GUARANDA,201,SIMIATUG,20159,02B00084,CECIB DE EB ANDRES  LEMA CHIMBO,Educación Regular,Educación Básica,Fiscal,RuralINEC,Costa,Bilingüe,Presencial,Matutina,Propio,Terrestre,0,1,1,10,11,21,21
ZONA 3,PASTAZA,16,PASTAZA,1601,PUYO,160150,16H00027,UNIDAD EDUCATIVA MONS LEONIDAS PROAÑO,Educación Regular,Inicial y EGB,Fiscomisional,UrbanaINEC,Sierra,Hispana,Presencial,Matutina,Propio,Terrestre,8,6,14,87,98,185,13.21428571
ZONA 9,PICHINCHA,17,QUITO,1701,RUMIPAMBA,170127,17H00266,MERCEDES NOBOA,Educación Regular,Inicial y EGB,Fiscal,UrbanaINEC,Sierra,Hispana,Presencial,Matutina y Vespertina,Comodato,Terrestre,27,1,28,331,332,663,23.67857143
